frameno;no_of_circles;bounding_box_position;color
379;2;"[[[445, 517], [470, 549]], [[696, 530], [722, 563]]]";0
380;2;"[[[449, 522], [471, 556]], [[697, 535], [720, 566]]]";0
381;2;"[[[449, 526], [473, 556]], [[698, 539], [721, 568]]]";0
382;2;"[[[450, 531], [474, 562]], [[699, 548], [721, 573]]]";0
383;2;"[[[448, 534], [470, 564]], [[696, 546], [720, 575]]]";0
384;2;"[[[445, 535], [466, 565]], [[697, 552], [720, 579]]]";0
385;2;"[[[445, 536], [469, 570]], [[694, 547], [719, 579]]]";0
386;2;"[[[446, 543], [469, 574]], [[697, 558], [725, 582]]]";0
387;2;"[[[443, 543], [469, 577]], [[695, 560], [721, 584]]]";0
388;2;"[[[442, 547], [473, 579]], [[695, 563], [719, 588]]]";0
389;2;"[[[442, 552], [465, 580]], [[693, 567], [718, 593]]]";0
390;2;"[[[445, 557], [467, 585]], [[695, 568], [717, 595]]]";0
391;2;"[[[445, 557], [472, 586]], [[694, 571], [722, 598]]]";0
392;2;"[[[445, 562], [471, 589]], [[697, 573], [723, 601]]]";0
393;2;"[[[447, 566], [469, 592]], [[695, 575], [723, 603]]]";0
394;2;"[[[449, 567], [473, 596]], [[697, 578], [728, 606]]]";0
395;2;"[[[449, 568], [471, 598]], [[696, 580], [726, 610]]]";0
396;2;"[[[449, 569], [474, 602]], [[697, 587], [725, 612]]]";0
397;2;"[[[448, 573], [477, 605]], [[698, 588], [729, 617]]]";0
398;2;"[[[450, 578], [475, 606]], [[701, 591], [724, 619]]]";0
399;2;"[[[452, 583], [477, 611]], [[702, 596], [725, 622]]]";0
400;2;"[[[449, 589], [477, 618]], [[699, 598], [726, 628]]]";0
401;2;"[[[451, 591], [474, 619]], [[700, 602], [725, 631]]]";0
402;2;"[[[450, 595], [478, 625]], [[700, 607], [724, 640]]]";0
403;2;"[[[451, 605], [477, 634]], [[701, 616], [725, 644]]]";0
404;2;"[[[451, 609], [475, 636]], [[699, 617], [722, 647]]]";0
405;2;"[[[451, 613], [474, 643]], [[699, 623], [723, 652]]]";0
406;2;"[[[448, 614], [471, 642]], [[699, 628], [724, 656]]]";0
407;2;"[[[446, 618], [473, 653]], [[698, 634], [723, 661]]]";0
408;2;"[[[448, 624], [472, 651]], [[697, 633], [727, 663]]]";0
409;2;"[[[447, 624], [473, 654]], [[698, 638], [722, 664]]]";0
410;2;"[[[450, 629], [473, 658]], [[697, 639], [727, 670]]]";0
411;2;"[[[449, 632], [473, 662]], [[700, 645], [723, 671]]]";0
412;2;"[[[451, 634], [474, 666]], [[700, 649], [727, 675]]]";0
413;2;"[[[451, 641], [477, 666]], [[700, 653], [726, 680]]]";0
414;2;"[[[452, 644], [476, 670]], [[703, 655], [728, 681]]]";0
415;2;"[[[450, 645], [477, 675]], [[702, 655], [725, 685]]]";0
416;2;"[[[452, 648], [476, 677]], [[701, 658], [730, 688]]]";0
417;2;"[[[451, 653], [476, 681]], [[702, 662], [727, 690]]]";0
418;2;"[[[453, 655], [474, 683]], [[702, 665], [724, 695]]]";0
419;2;"[[[452, 657], [480, 685]], [[699, 670], [724, 698]]]";0
420;2;"[[[450, 661], [474, 690]], [[702, 672], [727, 699]]]";0
421;2;"[[[448, 664], [474, 694]], [[699, 677], [724, 706]]]";0
422;2;"[[[453, 668], [476, 699]], [[700, 676], [728, 706]]]";0
423;2;"[[[450, 667], [476, 699]], [[703, 679], [730, 712]]]";0
424;2;"[[[453, 673], [474, 705]], [[702, 686], [728, 712]]]";0
425;2;"[[[451, 678], [473, 707]], [[700, 691], [724, 715]]]";0
426;2;"[[[448, 681], [470, 708]], [[702, 692], [724, 721]]]";0
427;2;"[[[445, 682], [471, 713]], [[699, 699], [723, 724]]]";0
428;2;"[[[446, 689], [471, 713]], [[697, 699], [722, 726]]]";0
429;2;"[[[447, 688], [473, 721]], [[701, 701], [724, 730]]]";0
430;2;"[[[450, 692], [473, 728]], [[702, 709], [726, 735]]]";0
431;2;"[[[452, 704], [475, 730]], [[703, 714], [728, 741]]]";0
432;2;"[[[449, 708], [477, 738]], [[701, 724], [724, 747]]]";0
433;2;"[[[450, 717], [472, 748]], [[704, 729], [725, 757]]]";0
434;2;"[[[447, 722], [475, 753]], [[703, 734], [725, 763]]]";0
435;2;"[[[450, 729], [476, 759]], [[701, 745], [725, 771]]]";0
436;2;"[[[451, 737], [473, 768]], [[700, 747], [724, 778]]]";0
437;2;"[[[449, 745], [470, 773]], [[698, 756], [722, 783]]]";0
438;2;"[[[448, 747], [470, 777]], [[699, 759], [723, 787]]]";0
439;2;"[[[447, 747], [469, 780]], [[697, 757], [722, 791]]]";0
440;2;"[[[449, 748], [472, 782]], [[698, 762], [723, 790]]]";0
441;2;"[[[447, 751], [479, 787]], [[700, 760], [725, 795]]]";0
442;2;"[[[449, 752], [477, 783]], [[700, 764], [728, 795]]]";0
443;2;"[[[450, 755], [475, 784]], [[703, 768], [727, 797]]]";0
444;2;"[[[449, 757], [473, 791]], [[702, 771], [725, 797]]]";0
445;2;"[[[450, 758], [471, 791]], [[699, 771], [724, 803]]]";0
446;2;"[[[451, 761], [475, 794]], [[703, 774], [726, 803]]]";0
447;2;"[[[452, 764], [473, 799]], [[703, 777], [726, 806]]]";0
448;2;"[[[451, 767], [474, 798]], [[702, 780], [726, 811]]]";0
449;2;"[[[449, 772], [470, 810]], [[699, 787], [725, 819]]]";0
450;2;"[[[447, 782], [469, 815]], [[698, 794], [725, 825]]]";0
451;2;"[[[445, 787], [469, 824]], [[698, 800], [721, 833]]]";0
452;2;"[[[448, 791], [473, 828]], [[699, 806], [723, 838]]]";0
453;2;"[[[449, 798], [473, 831]], [[700, 809], [729, 842]]]";0
454;2;"[[[448, 804], [472, 836]], [[699, 811], [724, 847]]]";0
455;2;"[[[444, 803], [473, 841]], [[695, 818], [726, 849]]]";0
456;2;"[[[443, 811], [471, 846]], [[697, 823], [724, 855]]]";0
457;2;"[[[442, 818], [468, 850]], [[695, 826], [724, 860]]]";0
458;2;"[[[442, 822], [466, 860]], [[697, 835], [719, 869]]]";0
459;2;"[[[444, 836], [465, 872]], [[696, 849], [720, 881]]]";0
460;2;"[[[438, 853], [465, 885]], [[696, 865], [717, 895]]]";0
461;2;"[[[434, 862], [463, 899]], [[690, 874], [719, 907]]]";0
462;2;"[[[436, 873], [461, 909]], [[693, 884], [718, 919]]]";0
463;2;"[[[435, 882], [461, 919]], [[692, 892], [717, 926]]]";0
464;2;"[[[438, 886], [461, 921]], [[691, 899], [716, 930]]]";0
465;2;"[[[436, 888], [457, 924]], [[690, 898], [719, 939]]]";0
466;2;"[[[433, 890], [456, 932]], [[687, 907], [716, 942]]]";0
467;2;"[[[430, 890], [456, 932]], [[689, 904], [716, 942]]]";0
468;2;"[[[431, 892], [461, 931]], [[689, 905], [715, 941]]]";0
469;2;"[[[433, 898], [460, 936]], [[689, 911], [720, 943]]]";0
470;2;"[[[436, 903], [461, 939]], [[689, 913], [719, 950]]]";0
471;2;"[[[434, 909], [457, 949]], [[689, 922], [717, 954]]]";0
472;2;"[[[433, 912], [461, 949]], [[688, 921], [720, 960]]]";0
473;2;"[[[432, 919], [463, 959]], [[690, 925], [720, 965]]]";0
474;2;"[[[436, 925], [461, 967]], [[693, 935], [720, 978]]]";0
475;2;"[[[433, 939], [460, 974]], [[692, 949], [718, 986]]]";0
476;2;"[[[431, 947], [459, 987]], [[687, 962], [714, 998]]]";0
477;2;"[[[430, 951], [457, 990]], [[688, 966], [718, 1004]]]";0
478;2;"[[[432, 951], [457, 997]], [[690, 965], [720, 1004]]]";0
479;2;"[[[434, 965], [462, 1002]], [[690, 974], [717, 1012]]]";0
480;2;"[[[434, 966], [459, 1006]], [[692, 976], [719, 1014]]]";0
481;2;"[[[433, 968], [460, 1006]], [[692, 981], [719, 1017]]]";0
482;2;"[[[432, 972], [458, 1011]], [[690, 984], [721, 1019]]]";0
483;2;"[[[433, 977], [457, 1012]], [[692, 991], [725, 1025]]]";0
484;2;"[[[431, 979], [454, 1016]], [[690, 994], [718, 1025]]]";0
485;2;"[[[430, 983], [455, 1020]], [[690, 999], [720, 1026]]]";0
486;2;"[[[429, 988], [453, 1022]], [[691, 1003], [718, 1027]]]";0
487;1;"[[[428, 993], [461, 1027]]]";0
488;1;"[[[427, 988], [453, 1027]]]";0
489;1;"[[[430, 991], [460, 1026]]]";0
490;1;"[[[429, 997], [462, 1027]]]";0
491;1;"[[[427, 998], [462, 1027]]]";0
492;1;"[[[424, 997], [460, 1027]]]";0
493;1;"[[[424, 1001], [465, 1027]]]";0
494;1;"[[[424, 997], [460, 1027]]]";0
495;1;"[[[426, 1001], [462, 1027]]]";0
496;1;"[[[425, 1001], [460, 1027]]]";0
497;1;"[[[425, 999], [459, 1027]]]";0
498;1;"[[[424, 996], [460, 1027]]]";0
499;1;"[[[424, 999], [458, 1027]]]";0
500;1;"[[[420, 999], [456, 1027]]]";0
501;1;"[[[422, 1000], [451, 1027]]]";0
502;1;"[[[418, 996], [455, 1027]]]";0
503;1;"[[[423, 1000], [460, 1027]]]";0
504;1;"[[[419, 994], [453, 1027]]]";0
505;1;"[[[421, 995], [452, 1027]]]";0
506;1;"[[[421, 997], [453, 1027]]]";0
507;1;"[[[419, 998], [449, 1027]]]";0
508;1;"[[[420, 1005], [450, 1027]]]";0
509;1;"[[[418, 1004], [448, 1027]]]";0
510;1;"[[[416, 1002], [443, 1027]]]";0
511;1;"[[[412, 993], [440, 1027]]]";0
512;0;[];0
513;0;[];0
514;0;[];0
515;0;[];0
516;0;[];0
517;0;[];0
518;0;[];0
519;2;"[[[419, 956], [441, 991]], [[679, 972], [708, 1002]]]";0
520;2;"[[[415, 951], [442, 983]], [[676, 967], [708, 1002]]]";0
521;2;"[[[416, 946], [441, 978]], [[678, 959], [703, 994]]]";0
522;2;"[[[416, 938], [439, 969]], [[678, 954], [703, 985]]]";0
523;2;"[[[414, 930], [439, 969]], [[676, 941], [705, 977]]]";0
524;2;"[[[417, 924], [443, 960]], [[678, 936], [705, 971]]]";0
525;2;"[[[419, 919], [442, 958]], [[678, 935], [704, 970]]]";0
526;2;"[[[414, 920], [443, 954]], [[677, 931], [708, 968]]]";0
527;2;"[[[418, 914], [441, 948]], [[676, 925], [703, 960]]]";0
528;2;"[[[418, 910], [446, 946]], [[677, 921], [706, 956]]]";0
529;2;"[[[416, 905], [446, 942]], [[678, 916], [704, 953]]]";0
530;2;"[[[423, 903], [446, 939]], [[679, 916], [705, 949]]]";0
531;2;"[[[421, 897], [451, 934]], [[679, 909], [707, 946]]]";0
532;2;"[[[423, 892], [452, 932]], [[684, 908], [712, 941]]]";0
533;2;"[[[425, 892], [446, 926]], [[680, 903], [711, 936]]]";0
534;2;"[[[423, 887], [448, 921]], [[681, 899], [706, 935]]]";0
535;2;"[[[420, 882], [447, 919]], [[681, 895], [705, 925]]]";0
536;2;"[[[423, 877], [448, 914]], [[680, 890], [705, 923]]]";0
537;2;"[[[422, 873], [449, 907]], [[679, 881], [704, 917]]]";0
538;2;"[[[425, 870], [450, 902]], [[678, 877], [706, 913]]]";0
539;2;"[[[423, 858], [449, 897]], [[681, 876], [707, 908]]]";0
540;2;"[[[425, 856], [453, 890]], [[680, 870], [707, 898]]]";0
541;2;"[[[423, 846], [452, 881]], [[680, 862], [706, 893]]]";0
542;2;"[[[428, 845], [454, 879]], [[684, 857], [710, 887]]]";0
543;2;"[[[428, 840], [453, 877]], [[684, 857], [709, 885]]]";0
544;2;"[[[429, 838], [454, 875]], [[684, 849], [708, 882]]]";0
545;2;"[[[429, 832], [452, 867]], [[681, 846], [708, 877]]]";0
546;2;"[[[428, 830], [454, 866]], [[683, 841], [707, 873]]]";0
547;2;"[[[427, 820], [451, 857]], [[684, 835], [708, 865]]]";0
548;2;"[[[425, 809], [451, 847]], [[682, 823], [705, 855]]]";0
549;2;"[[[428, 800], [452, 836]], [[684, 811], [707, 849]]]";0
550;2;"[[[428, 792], [453, 833]], [[683, 803], [710, 836]]]";0
551;2;"[[[429, 785], [457, 816]], [[682, 793], [710, 832]]]";0
552;2;"[[[429, 777], [453, 814]], [[683, 788], [709, 824]]]";0
553;2;"[[[429, 774], [452, 814]], [[683, 790], [711, 821]]]";0
554;2;"[[[426, 772], [455, 809]], [[682, 785], [710, 817]]]";0
555;2;"[[[428, 771], [453, 803]], [[682, 783], [707, 815]]]";0
556;2;"[[[426, 767], [452, 802]], [[680, 778], [704, 810]]]";0
557;2;"[[[427, 756], [455, 793]], [[678, 772], [706, 803]]]";0
558;2;"[[[423, 748], [449, 786]], [[677, 762], [703, 794]]]";0
559;2;"[[[419, 736], [449, 772]], [[672, 747], [703, 783]]]";0
560;2;"[[[415, 718], [442, 755]], [[669, 736], [694, 766]]]";0
561;2;"[[[413, 713], [437, 746]], [[665, 721], [694, 758]]]";0
562;2;"[[[408, 699], [439, 739]], [[661, 708], [690, 750]]]";0
563;2;"[[[412, 691], [436, 729]], [[660, 705], [686, 742]]]";0
564;2;"[[[407, 688], [434, 722]], [[662, 702], [692, 734]]]";0
565;2;"[[[407, 685], [436, 724]], [[658, 694], [688, 733]]]";0
566;2;"[[[405, 680], [432, 719]], [[662, 693], [688, 726]]]";0
567;2;"[[[406, 678], [433, 711]], [[660, 691], [689, 722]]]";0
568;2;"[[[407, 668], [439, 706]], [[660, 679], [689, 713]]]";0
569;2;"[[[403, 662], [431, 699]], [[660, 671], [689, 706]]]";0
570;2;"[[[403, 655], [431, 691]], [[658, 665], [691, 697]]]";0
571;2;"[[[405, 647], [432, 681]], [[658, 660], [690, 691]]]";0
572;2;"[[[407, 641], [435, 675]], [[660, 652], [686, 685]]]";0
573;2;"[[[406, 631], [437, 668]], [[658, 643], [688, 674]]]";0
574;2;"[[[405, 622], [435, 655]], [[663, 634], [693, 664]]]";0
575;2;"[[[410, 614], [434, 649]], [[661, 625], [689, 659]]]";0
576;2;"[[[410, 607], [435, 639]], [[663, 618], [691, 647]]]";0
577;2;"[[[407, 599], [437, 634]], [[660, 607], [687, 642]]]";0
578;2;"[[[402, 587], [432, 630]], [[659, 599], [685, 632]]]";0
579;2;"[[[409, 583], [434, 621]], [[663, 597], [689, 631]]]";0
580;2;"[[[408, 580], [441, 617]], [[661, 585], [689, 624]]]";0
581;2;"[[[411, 571], [444, 603]], [[664, 580], [693, 612]]]";0
582;2;"[[[408, 558], [443, 592]], [[662, 565], [694, 602]]]";0
583;2;"[[[412, 547], [442, 583]], [[664, 556], [688, 586]]]";0
584;2;"[[[411, 536], [437, 567]], [[664, 549], [687, 576]]]";0
585;2;"[[[413, 532], [435, 563]], [[665, 540], [690, 569]]]";0
586;2;"[[[415, 524], [437, 553]], [[669, 535], [692, 561]]]";0
587;2;"[[[418, 518], [443, 551]], [[667, 530], [696, 556]]]";0
588;2;"[[[416, 516], [445, 547]], [[668, 529], [697, 555]]]";0
589;2;"[[[416, 511], [442, 541]], [[668, 526], [692, 553]]]";0
590;2;"[[[413, 505], [439, 536]], [[665, 519], [692, 546]]]";0
591;2;"[[[417, 501], [441, 534]], [[669, 511], [698, 541]]]";0
592;2;"[[[419, 499], [443, 530]], [[671, 508], [695, 537]]]";0
593;2;"[[[421, 492], [446, 523]], [[671, 500], [699, 529]]]";0
594;2;"[[[418, 481], [450, 515]], [[673, 490], [701, 522]]]";0
595;2;"[[[422, 476], [450, 506]], [[674, 485], [699, 514]]]";0
596;2;"[[[423, 465], [446, 496]], [[675, 476], [703, 505]]]";0
597;2;"[[[425, 459], [456, 491]], [[676, 469], [698, 499]]]";0
598;2;"[[[424, 452], [450, 484]], [[678, 464], [703, 494]]]";0
599;2;"[[[425, 452], [451, 481]], [[676, 460], [701, 492]]]";0
600;2;"[[[428, 446], [452, 473]], [[679, 452], [708, 482]]]";0
601;2;"[[[428, 435], [455, 463]], [[679, 443], [706, 471]]]";0
602;2;"[[[425, 422], [457, 449]], [[676, 426], [702, 459]]]";0
603;2;"[[[425, 408], [454, 436]], [[678, 421], [704, 447]]]";0
604;2;"[[[424, 393], [451, 421]], [[677, 402], [704, 438]]]";0
605;2;"[[[428, 381], [451, 412]], [[677, 393], [703, 423]]]";0
606;2;"[[[425, 370], [453, 398]], [[678, 378], [710, 407]]]";0
607;2;"[[[424, 361], [452, 391]], [[677, 374], [703, 401]]]";0
608;2;"[[[425, 356], [449, 383]], [[673, 362], [704, 394]]]";0
609;2;"[[[419, 346], [448, 373]], [[677, 358], [704, 383]]]";0
610;2;"[[[421, 340], [452, 370]], [[674, 347], [707, 380]]]";0
611;2;"[[[423, 333], [452, 363]], [[674, 345], [708, 374]]]";0
612;2;"[[[423, 327], [452, 361]], [[678, 336], [703, 372]]]";0
613;2;"[[[424, 324], [448, 358]], [[676, 335], [706, 365]]]";0
614;2;"[[[426, 317], [453, 348]], [[680, 327], [705, 357]]]";0
615;2;"[[[424, 309], [453, 343]], [[680, 320], [707, 352]]]";0
616;2;"[[[427, 304], [453, 338]], [[680, 318], [708, 348]]]";0
617;2;"[[[426, 300], [451, 330]], [[681, 313], [707, 343]]]";0
618;2;"[[[426, 294], [452, 330]], [[679, 309], [707, 341]]]";0
619;2;"[[[428, 294], [455, 326]], [[683, 305], [710, 333]]]";0
620;2;"[[[433, 291], [463, 322]], [[686, 307], [714, 331]]]";0
621;2;"[[[435, 291], [460, 325]], [[687, 306], [717, 336]]]";0
622;2;"[[[440, 292], [466, 324]], [[692, 303], [721, 332]]]";0
623;2;"[[[437, 287], [466, 319]], [[692, 300], [719, 326]]]";0
624;2;"[[[435, 285], [462, 313]], [[688, 294], [716, 323]]]";0
625;2;"[[[432, 276], [465, 308]], [[689, 289], [718, 318]]]";0
626;2;"[[[434, 268], [463, 302]], [[687, 280], [717, 308]]]";0
627;2;"[[[437, 269], [465, 295]], [[691, 278], [716, 306]]]";0
628;2;"[[[439, 265], [466, 295]], [[692, 276], [718, 304]]]";0
629;2;"[[[438, 260], [466, 290]], [[691, 273], [719, 304]]]";0
630;2;"[[[436, 261], [469, 295]], [[691, 273], [720, 304]]]";0
631;2;"[[[438, 259], [466, 293]], [[688, 271], [717, 298]]]";0
632;2;"[[[436, 255], [466, 288]], [[691, 268], [722, 295]]]";0
633;2;"[[[438, 253], [464, 284]], [[693, 267], [721, 293]]]";0
634;2;"[[[439, 251], [463, 280]], [[692, 264], [724, 291]]]";0
635;2;"[[[438, 249], [469, 280]], [[694, 260], [721, 288]]]";0
636;2;"[[[441, 249], [465, 277]], [[696, 258], [722, 286]]]";0
637;2;"[[[442, 245], [467, 270]], [[693, 257], [722, 282]]]";0
638;2;"[[[441, 241], [469, 269]], [[695, 255], [721, 279]]]";0
639;2;"[[[440, 240], [469, 267]], [[695, 252], [722, 276]]]";0
640;2;"[[[441, 238], [469, 261]], [[696, 247], [726, 272]]]";0
641;2;"[[[442, 233], [471, 259]], [[696, 247], [721, 267]]]";0
642;2;"[[[438, 231], [470, 259]], [[696, 245], [724, 266]]]";0
643;2;"[[[442, 228], [473, 256]], [[696, 241], [723, 264]]]";0
644;2;"[[[442, 225], [472, 250]], [[697, 236], [725, 258]]]";0
645;2;"[[[444, 217], [471, 241]], [[726, 254], [726, 254]]]";0
646;2;"[[[443, 209], [473, 236]], [[700, 222], [727, 243]]]";0
647;2;"[[[480, 230], [480, 230]], [[702, 213], [731, 238]]]";0
648;2;"[[[447, 201], [478, 224]], [[703, 213], [730, 233]]]";0
649;2;"[[[450, 197], [478, 222]], [[704, 209], [732, 231]]]";0
650;2;"[[[448, 195], [482, 220]], [[704, 206], [735, 227]]]";0
651;2;"[[[448, 194], [484, 218]], [[707, 204], [737, 226]]]";0
652;2;"[[[452, 190], [484, 216]], [[708, 201], [738, 222]]]";0
653;2;"[[[454, 188], [486, 215]], [[710, 198], [738, 221]]]";0
654;2;"[[[454, 179], [484, 206]], [[708, 193], [737, 213]]]";0
655;2;"[[[452, 179], [481, 207]], [[707, 190], [737, 213]]]";0
656;2;"[[[450, 179], [479, 204]], [[706, 187], [735, 211]]]";0
657;2;"[[[452, 175], [483, 200]], [[707, 187], [737, 211]]]";0
658;2;"[[[450, 173], [480, 201]], [[706, 183], [737, 207]]]";0
659;2;"[[[449, 172], [479, 199]], [[732, 204], [732, 204]]]";0
660;2;"[[[449, 166], [477, 194]], [[707, 176], [734, 200]]]";0
661;2;"[[[448, 163], [477, 187]], [[705, 174], [736, 198]]]";0
662;2;"[[[448, 160], [476, 187]], [[703, 169], [732, 193]]]";0
663;2;"[[[446, 156], [476, 181]], [[705, 168], [732, 191]]]";0
664;2;"[[[446, 156], [474, 182]], [[732, 189], [732, 189]]]";0
665;2;"[[[448, 153], [475, 177]], [[704, 161], [733, 185]]]";0
666;2;"[[[446, 144], [477, 169]], [[732, 181], [732, 181]]]";0
667;2;"[[[444, 140], [477, 164]], [[703, 152], [731, 174]]]";0
668;2;"[[[447, 134], [476, 162]], [[702, 145], [730, 171]]]";0
669;2;"[[[442, 132], [472, 159]], [[703, 141], [729, 166]]]";0
670;2;"[[[441, 126], [471, 153]], [[699, 135], [729, 160]]]";0
671;2;"[[[442, 114], [472, 140]], [[702, 126], [729, 152]]]";0
672;2;"[[[440, 109], [474, 136]], [[699, 122], [726, 145]]]";0
673;2;"[[[440, 106], [473, 133]], [[697, 117], [729, 141]]]";0
674;2;"[[[439, 103], [467, 129]], [[696, 113], [725, 139]]]";0
675;2;"[[[436, 94], [468, 121]], [[695, 104], [727, 130]]]";0
676;2;"[[[434, 90], [465, 114]], [[695, 100], [721, 125]]]";0
677;2;"[[[433, 83], [461, 110]], [[694, 96], [719, 121]]]";0
678;2;"[[[428, 79], [460, 106]], [[692, 94], [721, 118]]]";0
679;2;"[[[429, 77], [456, 101]], [[691, 89], [720, 116]]]";0
680;2;"[[[426, 72], [458, 99]], [[691, 90], [720, 116]]]";0
681;2;"[[[426, 69], [458, 100]], [[690, 86], [721, 110]]]";0
682;2;"[[[429, 67], [464, 97]], [[691, 85], [719, 109]]]";0
683;2;"[[[430, 66], [458, 95]], [[690, 80], [721, 108]]]";0
684;2;"[[[430, 67], [459, 94]], [[691, 81], [718, 104]]]";0
685;2;"[[[427, 64], [454, 92]], [[691, 77], [722, 102]]]";0
686;2;"[[[430, 98], [460, 125]], [[692, 116], [718, 140]]]";1
687;2;"[[[431, 91], [460, 119]], [[690, 110], [722, 136]]]";1
688;2;"[[[459, 118], [459, 118]], [[690, 109], [722, 133]]]";1
689;2;"[[[428, 89], [458, 115]], [[689, 104], [723, 129]]]";1
690;2;"[[[426, 86], [455, 112]], [[688, 100], [720, 129]]]";1
691;2;"[[[424, 80], [456, 111]], [[691, 99], [717, 125]]]";1
692;2;"[[[426, 75], [455, 104]], [[689, 93], [720, 118]]]";1
693;2;"[[[422, 68], [453, 95]], [[690, 84], [719, 111]]]";1
694;2;"[[[426, 62], [459, 89]], [[688, 79], [719, 104]]]";1
695;2;"[[[423, 55], [452, 83]], [[686, 70], [719, 98]]]";1
696;2;"[[[423, 53], [452, 79]], [[688, 71], [722, 94]]]";1
697;2;"[[[423, 52], [455, 83]], [[687, 67], [720, 96]]]";1
698;2;"[[[423, 49], [457, 78]], [[688, 62], [719, 90]]]";1
699;2;"[[[422, 47], [455, 78]], [[688, 64], [717, 91]]]";1
700;2;"[[[424, 47], [455, 74]], [[683, 59], [724, 92]]]";1
701;2;"[[[428, 46], [461, 78]], [[693, 63], [725, 90]]]";1
702;2;"[[[428, 47], [460, 78]], [[690, 60], [724, 88]]]";1
703;2;"[[[429, 44], [458, 72]], [[693, 59], [720, 83]]]";1
704;2;"[[[428, 42], [460, 71]], [[689, 58], [721, 85]]]";1
705;2;"[[[426, 42], [461, 65]], [[693, 55], [722, 89]]]";1
706;2;"[[[428, 40], [459, 67]], [[688, 51], [719, 80]]]";1
707;2;"[[[426, 35], [463, 66]], [[692, 55], [723, 83]]]";1
708;2;"[[[427, 37], [461, 64]], [[692, 55], [724, 80]]]";1
709;2;"[[[425, 39], [460, 67]], [[688, 52], [726, 85]]]";1
710;2;"[[[428, 33], [464, 65]], [[693, 51], [726, 80]]]";1
711;2;"[[[428, 33], [461, 61]], [[693, 49], [728, 78]]]";1
712;2;"[[[427, 32], [459, 58]], [[693, 46], [726, 76]]]";1
713;2;"[[[427, 27], [458, 57]], [[692, 46], [723, 73]]]";1
714;2;"[[[427, 30], [459, 55]], [[690, 41], [724, 73]]]";1
715;2;"[[[429, 29], [462, 58]], [[690, 42], [724, 77]]]";1
716;2;"[[[429, 29], [461, 59]], [[695, 46], [730, 74]]]";1
717;2;"[[[429, 31], [469, 59]], [[693, 47], [728, 78]]]";1
718;2;"[[[430, 27], [465, 58]], [[696, 44], [730, 73]]]";1
719;2;"[[[433, 30], [463, 60]], [[697, 44], [728, 73]]]";1
720;2;"[[[430, 30], [464, 58]], [[696, 47], [729, 71]]]";1
721;2;"[[[427, 29], [465, 54]], [[698, 41], [725, 72]]]";1
722;2;"[[[433, 26], [466, 58]], [[696, 43], [728, 74]]]";1
723;2;"[[[433, 33], [467, 62]], [[693, 45], [729, 76]]]";1
724;2;"[[[433, 34], [464, 61]], [[696, 47], [729, 78]]]";1
725;2;"[[[436, 35], [464, 66]], [[695, 50], [728, 79]]]";1
726;2;"[[[433, 37], [465, 66]], [[697, 52], [728, 80]]]";1
727;2;"[[[435, 36], [468, 69]], [[695, 50], [725, 83]]]";1
728;2;"[[[436, 39], [465, 62]], [[698, 51], [725, 81]]]";1
729;2;"[[[435, 38], [467, 64]], [[697, 49], [731, 78]]]";1
730;2;"[[[439, 44], [473, 68]], [[698, 55], [729, 86]]]";1
731;2;"[[[434, 45], [471, 73]], [[698, 57], [735, 87]]]";1
732;2;"[[[436, 51], [471, 80]], [[699, 67], [730, 95]]]";1
733;2;"[[[438, 54], [470, 87]], [[701, 71], [733, 98]]]";1
734;2;"[[[439, 62], [468, 87]], [[701, 78], [733, 109]]]";1
735;2;"[[[440, 70], [474, 97]], [[703, 82], [734, 114]]]";1
736;2;"[[[440, 80], [474, 108]], [[700, 93], [737, 119]]]";1
737;2;"[[[440, 89], [475, 117]], [[704, 101], [733, 130]]]";1
738;2;"[[[444, 92], [476, 118]], [[703, 105], [734, 136]]]";1
739;2;"[[[441, 95], [475, 123]], [[702, 108], [735, 138]]]";1
740;2;"[[[441, 93], [475, 124]], [[700, 108], [733, 138]]]";1
741;2;"[[[442, 95], [472, 126]], [[701, 113], [731, 140]]]";1
742;2;"[[[441, 101], [473, 126]], [[703, 114], [734, 141]]]";1
743;2;"[[[442, 101], [468, 126]], [[701, 120], [733, 145]]]";1
744;2;"[[[440, 105], [472, 133]], [[702, 120], [730, 148]]]";1
745;2;"[[[442, 109], [474, 137]], [[702, 121], [732, 150]]]";1
746;2;"[[[446, 114], [475, 140]], [[705, 127], [730, 156]]]";1
747;2;"[[[446, 119], [477, 148]], [[705, 132], [739, 160]]]";1
748;2;"[[[445, 126], [474, 152]], [[702, 140], [734, 166]]]";1
749;2;"[[[445, 132], [476, 158]], [[704, 144], [739, 175]]]";1
750;2;"[[[447, 136], [477, 159]], [[701, 148], [738, 178]]]";1
751;2;"[[[448, 138], [477, 164]], [[704, 152], [737, 181]]]";1
752;2;"[[[451, 147], [482, 177]], [[708, 160], [740, 190]]]";1
753;2;"[[[451, 152], [484, 181]], [[708, 169], [740, 194]]]";1
754;2;"[[[451, 160], [481, 189]], [[706, 174], [738, 200]]]";1
755;2;"[[[453, 170], [485, 196]], [[708, 179], [743, 208]]]";1
756;2;"[[[457, 178], [486, 206]], [[711, 193], [744, 220]]]";1
757;2;"[[[458, 187], [485, 212]], [[709, 198], [742, 225]]]";1
758;2;"[[[457, 189], [484, 219]], [[713, 204], [744, 230]]]";1
759;2;"[[[456, 193], [488, 217]], [[713, 206], [739, 233]]]";1
