frameno;no_of_circles;bounding_box_position;color
4490;0;"[]";0
4500;0;"[]";0
4510;0;"[]";0
4520;0;"[]";0
4530;0;"[]";0
4540;0;"[]";0
4550;0;"[]";0
4560;2;"[[[744, 295], [778, 327]], [[930, 314], [960, 342]]]";0
4570;2;"[[[604, 297], [636, 328]], [[789, 320], [816, 346]]]";0
4580;2;"[[[415, 297], [454, 332]], [[612, 321], [641, 347]]]";0
4590;2;"[[[222, 288], [255, 323]], [[432, 314], [476, 348]]]";0
4600;2;"[[[87, 283], [122, 319]], [[316, 305], [351, 342]]]";0
4610;2;"[[[23, 286], [61, 325]], [[262, 315], [301, 349]]]";0
4620;2;"[[[103, 281], [138, 321]], [[327, 306], [365, 339]]]";0
4630;2;"[[[276, 298], [301, 330]], [[480, 316], [515, 350]]]";0
4640;2;"[[[444, 323], [476, 353]], [[635, 340], [664, 371]]]";0
4650;2;"[[[536, 337], [564, 363]], [[722, 351], [749, 382]]]";0
4660;2;"[[[589, 339], [624, 372]], [[773, 356], [801, 390]]]";0
4670;0;"[]";0
4680;0;"[]";0
4690;0;"[]";0
4700;0;"[]";0
4710;0;"[]";0
4720;0;"[]";0
4730;0;"[]";0
4740;0;"[]";0
4750;0;"[]";0
4760;0;"[]";0
4770;0;"[]";0
4780;0;"[]";0
4790;2;"[[[525, 372], [558, 403]], [[717, 383], [749, 410]]]";0
4800;2;"[[[503, 267], [537, 304]], [[695, 282], [730, 318]]]";0
4810;2;"[[[503, 179], [537, 222]], [[695, 202], [730, 230]]]";0
4820;2;"[[[484, 159], [513, 193]], [[678, 175], [703, 208]]]";0
4830;2;"[[[487, 149], [519, 182]], [[681, 170], [712, 200]]]";0
4840;2;"[[[492, 203], [530, 240]], [[686, 229], [712, 261]]]";0
4850;2;"[[[479, 244], [509, 280]], [[673, 271], [701, 301]]]";0
4860;2;"[[[467, 286], [493, 319]], [[652, 307], [684, 337]]]";0
4870;2;"[[[456, 341], [481, 371]], [[643, 354], [672, 382]]]";0
4880;2;"[[[452, 323], [488, 349]], [[651, 336], [679, 368]]]";0
4890;0;"[]";0
4900;0;"[]";0
4910;0;"[]";0
4920;0;"[]";0
4930;0;"[]";0
4940;0;"[]";0
4950;2;"[[[390, 265], [423, 297]], [[587, 281], [616, 313]]]";0
4960;2;"[[[394, 267], [425, 300]], [[589, 278], [621, 314]]]";0
4970;2;"[[[396, 252], [423, 285]], [[591, 266], [619, 298]]]";0
4980;0;"[]";0
4990;0;"[]";0
5000;0;"[]";0
5010;0;"[]";0
5020;0;"[]";0
5030;0;"[]";0
5040;0;"[]";0
5050;0;"[]";0
5060;0;"[]";0
5070;2;"[[[421, 248], [454, 280]], [[617, 261], [650, 291]]]";0
5080;2;"[[[437, 231], [474, 259]], [[632, 242], [660, 275]]]";0
5090;2;"[[[441, 222], [472, 255]], [[632, 232], [660, 267]]]";0
5100;2;"[[[441, 211], [473, 239]], [[635, 227], [666, 260]]]";0
5110;2;"[[[403, 218], [434, 249]], [[603, 237], [635, 264]]]";0
5120;2;"[[[420, 198], [454, 233]], [[613, 214], [646, 246]]]";0
5130;0;"[]";0
5140;0;"[]";0
5150;2;"[[[731, 183], [768, 217]], [[918, 196], [947, 227]]]";0
5160;2;"[[[818, 187], [848, 217]], [[997, 193], [1028, 226]]]";0
5170;0;"[]";0
5180;0;"[]";0
5190;0;"[]";0
5200;0;"[]";0
5210;2;"[[[689, 235], [722, 267]], [[874, 248], [903, 275]]]";0
5220;2;"[[[437, 200], [476, 232]], [[632, 217], [665, 245]]]";0
5230;2;"[[[152, 171], [193, 206]], [[369, 186], [414, 224]]]";0
5240;1;"[[[175, 194], [219, 231]]]";0
5250;0;"[]";0
5260;0;"[]";0
5270;2;"[[[404, 180], [436, 211]], [[601, 196], [633, 227]]]";0
5280;0;"[]";0
5290;0;"[]";0
5300;2;"[[[465, 209], [498, 236]], [[662, 225], [686, 252]]]";0
5310;0;"[]";0
5320;2;"[[[455, 198], [487, 230]], [[652, 218], [681, 245]]]";0
5330;2;"[[[451, 188], [478, 220]], [[646, 207], [676, 243]]]";0
5340;2;"[[[441, 185], [477, 218]], [[640, 203], [671, 235]]]";0
5350;0;"[]";0
5360;0;"[]";0
5370;0;"[]";0
5380;0;"[]";0
5390;0;"[]";0
5400;0;"[]";0
5410;2;"[[[410, 166], [443, 198]], [[608, 187], [639, 217]]]";0
5420;2;"[[[395, 170], [428, 207]], [[595, 188], [628, 224]]]";0
5430;2;"[[[386, 168], [421, 205]], [[590, 195], [619, 227]]]";0
5440;0;"[]";0
5450;2;"[[[389, 206], [421, 239]], [[586, 228], [625, 267]]]";1
5460;2;"[[[378, 216], [417, 249]], [[581, 236], [615, 269]]]";1
5470;2;"[[[351, 216], [391, 251]], [[552, 239], [587, 271]]]";1
5480;2;"[[[328, 209], [361, 240]], [[535, 229], [561, 263]]]";1
5490;2;"[[[296, 219], [328, 250]], [[504, 232], [533, 273]]]";1
5500;2;"[[[310, 229], [343, 260]], [[513, 240], [550, 281]]]";1
5510;2;"[[[324, 234], [358, 267]], [[531, 241], [566, 282]]]";1
5520;2;"[[[282, 213], [312, 248]], [[489, 218], [524, 259]]]";1
5530;2;"[[[296, 229], [329, 264]], [[504, 241], [540, 276]]]";1
5540;2;"[[[232, 169], [266, 202]], [[447, 182], [485, 223]]]";1
5550;2;"[[[234, 144], [279, 184]], [[457, 164], [492, 203]]]";1
5560;2;"[[[264, 267], [303, 301]], [[481, 281], [520, 320]]]";1
5570;2;"[[[285, 255], [325, 297]], [[503, 283], [540, 315]]]";1
5580;2;"[[[295, 238], [337, 275]], [[520, 258], [552, 294]]]";1
5590;2;"[[[320, 297], [360, 328]], [[534, 307], [571, 343]]]";1
5600;2;"[[[350, 244], [381, 286]], [[567, 267], [607, 305]]]";1
5610;2;"[[[199, 191], [243, 225]], [[441, 203], [481, 239]]]";1
5620;2;"[[[249, 300], [282, 331]], [[475, 307], [515, 342]]]";1
5630;2;"[[[303, 239], [335, 271]], [[531, 253], [569, 296]]]";1
5640;2;"[[[352, 236], [387, 278]], [[577, 257], [612, 295]]]";1
5650;2;"[[[577, 323], [613, 353]], [[788, 322], [824, 368]]]";1
5660;2;"[[[714, 279], [747, 310]], [[924, 281], [962, 325]]]";1
5670;2;"[[[784, 249], [823, 280]], [[999, 244], [1028, 279]]]";1
5680;2;"[[[893, 299], [928, 330]], [[1107, 296], [1144, 333]]]";1
5690;2;"[[[895, 260], [934, 293]], [[1114, 263], [1149, 300]]]";1
5700;2;"[[[580, 242], [612, 278]], [[802, 261], [841, 296]]]";1
5710;2;"[[[355, 254], [402, 295]], [[605, 265], [648, 307]]]";1
5720;2;"[[[43, 250], [92, 287]], [[332, 278], [382, 321]]]";1
5730;1;"[[[259, 235], [305, 276]]]";1
5740;1;"[[[299, 229], [353, 279]]]";1
5750;1;"[[[286, 255], [337, 299]]]";1
5760;1;"[[[233, 253], [275, 300]]]";1
5770;1;"[[[285, 241], [338, 292]]]";1
5780;1;"[[[281, 223], [331, 276]]]";1
5790;1;"[[[231, 197], [278, 242]]]";1
5800;1;"[[[310, 138], [359, 192]]]";1
5810;1;"[[[378, 138], [431, 192]]]";1
5820;1;"[[[467, 188], [522, 229]]]";1
5830;1;"[[[451, 130], [508, 185]]]";1
5840;1;"[[[421, 234], [472, 280]]]";1
5850;1;"[[[416, 201], [469, 255]]]";1
5860;1;"[[[460, 171], [509, 223]]]";1
5870;0;"[]";1
5880;1;"[[[334, 160], [382, 214]]]";1
5890;0;"[]";1
5900;1;"[[[264, 101], [321, 159]]]";1
